local_id,municipality,legis_district,brgy
22056,MONTEVISTA,1st District,SAN JOSE (POB.)
22057,MONTEVISTA,1st District,SAN VICENTE
22058,MONTEVISTA,1st District,TAPIA
22059,MORONG,1st District,BINARITAN
22060,MORONG,1st District,MABAYO
22061,MORONG,1st District,NAGBALAYONG
22062,MORONG,1st District,POBLACION
22063,MORONG,1st District,SABANG
22064,MORONG,2nd District,BOMBONGAN
22065,MORONG,2nd District,CAN-CAL-LAN (CANIOGAN-CALERO-LANANG)
22066,MORONG,2nd District,LAGUNDI
22067,MORONG,2nd District,MAYBANCAL
22068,MORONG,2nd District,SAN GUILLERMO
22069,MORONG,2nd District,SAN JOSE (POB.)
22070,MORONG,2nd District,SAN JUAN (POB.)
22071,MORONG,2nd District,SAN PEDRO (POB.)
22072,MOTIONG,2nd District,ANGYAP
22073,MOTIONG,2nd District,BARAYONG
22074,MOTIONG,2nd District,BAYOG
22075,MOTIONG,2nd District,BERI
22076,MOTIONG,2nd District,BONGA
22077,MOTIONG,2nd District,CALANTAWAN
22078,MOTIONG,2nd District,CALAPI
22079,MOTIONG,2nd District,CALUYAHAN
22080,MOTIONG,2nd District,CANATUAN
22081,MOTIONG,2nd District,CANDOMACOL
22082,MOTIONG,2nd District,CANVAIS
22083,MOTIONG,2nd District,CAPAYSAGAN
22084,MOTIONG,2nd District,CARANAS
22085,MOTIONG,2nd District,CAULAYANAN
22086,MOTIONG,2nd District,HINICA-AN
22087,MOTIONG,2nd District,INALAD
22088,MOTIONG,2nd District,LINONOBAN
22089,MOTIONG,2nd District,MALOBAGO
22090,MOTIONG,2nd District,MALONOY
22091,MOTIONG,2nd District,MARARANGSI
22092,MOTIONG,2nd District,MAYPANGE
22093,MOTIONG,2nd District,NEW MINAROG
22094,MOTIONG,2nd District,OYANDIC
22095,MOTIONG,2nd District,PAMAMASAN
22096,MOTIONG,2nd District,POBLACION I
22097,MOTIONG,2nd District,POBLACION I-A
22098,MOTIONG,2nd District,PUSONGAN
22099,MOTIONG,2nd District,SAN ANDRES
22100,MOTIONG,2nd District,SANTO NINO
22101,MOTIONG,2nd District,SARAO
22102,MULANAY,3rd District,AJOS
22103,MULANAY,3rd District,ANONANG
22104,MULANAY,3rd District,BAGUPAYE
22105,MULANAY,3rd District,BARANGAY  2 (POB.)
22106,MULANAY,3rd District,BARANGAY  3 (POB.)
22107,MULANAY,3rd District,BOLO
22108,MULANAY,3rd District,BUENAVISTA
22109,MULANAY,3rd District,BURGOS
22110,MULANAY,3rd District,BUTANYOG
22111,MULANAY,3rd District,CANUYEP
22112,MULANAY,3rd District,F. NANADIEGO
22113,MULANAY,3rd District,IBABANG CAMBUGA
22114,MULANAY,3rd District,IBABANG YUNI
22115,MULANAY,3rd District,ILAYANG CAMBUGA (MABINI)
22116,MULANAY,3rd District,ILAYANG YUNI
22117,MULANAY,3rd District,LATANGAN
22118,MULANAY,3rd District,MAGSAYSAY
22119,MULANAY,3rd District,MATATAJA
22120,MULANAY,3rd District,PAKIING
22121,MULANAY,3rd District,PATABOG
22122,MULANAY,3rd District,SAN ISIDRO
22123,MULANAY,3rd District,SAN PEDRO
22124,MULANAY,3rd District,SANTA ROSA
22125,MULONDO,1st District,BUADI-ABALA
22126,MULONDO,1st District,BUADI-BAYAWA
22127,MULONDO,1st District,BUADI-INSUBA
22128,MULONDO,1st District,BUBONG
22129,MULONDO,1st District,DALAMA
22130,MULONDO,1st District,DIMARAO
22131,MULONDO,1st District,ILIAN
22132,MULONDO,1st District,LILOD RAYBALAI
22133,MULONDO,1st District,LUMBAC (LUMBAC BUBONG)
22134,MULONDO,1st District,LUMBACA INGUD
22135,MULONDO,1st District,POBLACION (DADO)
22136,MUNAI,2nd District,BACAYAWAN
22137,MUNAI,2nd District,BALABACUN
22138,MUNAI,2nd District,BALINTAD
22139,MUNAI,2nd District,KADAYONAN
22140,MUNAI,2nd District,LINDONGAN
22141,MUNAI,2nd District,LINGCO-AN
22142,MUNAI,2nd District,LININDING
22143,MUNAI,2nd District,MATAMPAY
22144,MUNAI,2nd District,NORTH CADULAWAN
22145,MUNAI,2nd District,OLD POBLACION
22146,MUNAI,2nd District,PANGGAO
22147,MUNAI,2nd District,PINDOLONAN
22148,MUNAI,2nd District,PUNONG
22149,MUNAI,2nd District,RAMAIN
22150,MUNAI,2nd District,SANDIGAMUNAI
22151,MUNAI,2nd District,TAMBO
22152,MUNAI,2nd District,TAMPARAN (MANDAYA)
22153,MUNAI,2nd District,TAPOROG
22154,MURCIA,3rd District,ABO-ABO
22155,MURCIA,3rd District,ALEGRIA
22156,MURCIA,3rd District,BLUMENTRITT
22157,MURCIA,3rd District,BUENAVISTA
22158,MURCIA,3rd District,CALIBAN
22159,MURCIA,3rd District,CANLANDOG
22160,MURCIA,3rd District,CANSILAYAN
22161,MURCIA,3rd District,LOPEZ JAENA
22162,MURCIA,3rd District,MINOYAN
22163,MURCIA,3rd District,PANDANON
22164,MURCIA,3rd District,SALVACION
22165,MURCIA,3rd District,SAN MIGUEL
22166,MURCIA,3rd District,SANTA CRUZ
22167,MURCIA,3rd District,SANTA ROSA
22168,MURCIA,3rd District,ZONE I (POB.)
22169,MURCIA,3rd District,ZONE IV (POB.)
22170,MUTIA,1st District,ALVENDA
22171,MUTIA,1st District,BUENASUERTE
22172,MUTIA,1st District,DILAND
22173,MUTIA,1st District,DIOLEN
22174,MUTIA,1st District,HEAD TIPAN
22175,MUTIA,1st District,NEW SIQUIJOR
22176,MUTIA,1st District,NEWLAND
22177,MUTIA,1st District,POBLACION
22178,MUTIA,1st District,SAN MIGUEL
22179,MUTIA,1st District,SANTO TOMAS
22180,MUTIA,1st District,TINGLAN
22181,MUTIA,1st District,TOTONGON
22182,MUTIA,1st District,TUBAC
22183,MUTIA,1st District,UNIDOS
22184,NAAWAN,2nd District,DON PEDRO
22185,NAAWAN,2nd District,LINANGKAYAN
22186,NAAWAN,2nd District,LUBILAN
22187,NAAWAN,2nd District,MAPULOG
22188,NAAWAN,2nd District,MAPUTI
22189,NAAWAN,2nd District,MAT-I
22190,NAAWAN,2nd District,PATAG
22191,NAAWAN,2nd District,POBLACION
22192,NAAWAN,2nd District,TAGBALOGO
22193,NAAWAN,2nd District,TUBORAN
22194,NABAS,Lone District,ALIMBO-BAYBAY
22195,NABAS,Lone District,BUENAFORTUNA
22196,NABAS,Lone District,BUENASUERTE
22197,NABAS,Lone District,GIBON
22198,NABAS,Lone District,HABANA
22199,NABAS,Lone District,LASERNA
22200,NABAS,Lone District,LIBERTAD
22201,NABAS,Lone District,MAGALLANES
22202,NABAS,Lone District,MATABANA
22203,NABAS,Lone District,NAGUSTAN
22204,NABAS,Lone District,PAWA
22205,NABAS,Lone District,PINATUAD
22206,NABAS,Lone District,POBLACION
22207,NABAS,Lone District,RIZAL
22208,NABAS,Lone District,SOLIDO
22209,NABAS,Lone District,TAGOROROC
22210,NABAS,Lone District,TOLEDO
22211,NABAS,Lone District,UNIDOS
22212,NABAS,Lone District,UNION
22213,NABUA,5th District,ANGUSTIA (ANGUSTIA INAPATAN)
22214,NABUA,5th District,ANTIPOLO OLD
22215,NABUA,5th District,ANTIPOLO YOUNG
22216,NABUA,5th District,ARO-ALDAO
22217,NABUA,5th District,BUSTRAC
22218,NABUA,5th District,DOLOROSA (DOLOROSA INAPATAN)
22219,NABUA,5th District,DURAN (JESUS DURAN)
22220,NABUA,5th District,INAPATAN (DEL ROSARIO INAPATAN)
22221,NABUA,5th District,LA OPINION
22222,NABUA,5th District,LA PURISIMA (LA PURISIMA AGUPIT)
22223,NABUA,5th District,LOURDES OLD
22224,NABUA,5th District,LOURDES YOUNG
22225,NABUA,5th District,MALAWAG (SAN JOSE MALAWAG)
22226,NABUA,5th District,PALOYON ORIENTAL
22227,NABUA,5th District,PALOYON PROPER (SAGRADA PALOYON)
22228,NABUA,5th District,SALVACION QUE GATOS
22229,NABUA,5th District,SAN ANTONIO OGBON
22230,NABUA,5th District,SAN ESTEBAN (POB.)
22231,NABUA,5th District,SAN FRANCISCO (POB.)
22232,NABUA,5th District,SAN ISIDRO INAPATAN
22233,NABUA,5th District,SAN JOSE (SAN JOSE PANGARAON)
22234,NABUA,5th District,SAN MIGUEL (POB.)
22235,NABUA,5th District,SAN NICOLAS (POB.)
22236,NABUA,5th District,SAN ROQUE MADAWON
22237,NABUA,5th District,SAN ROQUE SAGUMAY
22238,NABUA,5th District,SAN VICENTE GORONG-GORONG
22239,NABUA,5th District,SAN VICENTE OGBON
22240,NABUA,5th District,SANTA BARBARA (MALIBAN)
22241,NABUA,5th District,SANTA CRUZ
22242,NABUA,5th District,SANTA ELENA BARAS
22243,NABUA,5th District,SANTA LUCIA BARAS
22244,NABUA,5th District,SANTIAGO OLD
22245,NABUA,5th District,SANTIAGO YOUNG
22246,NABUA,5th District,SANTO DOMINGO
22247,NABUA,5th District,TANDAAY
22248,NABUA,5th District,TOPAS PROPER
22249,NABUA,5th District,TOPAS SOGOD
22250,NABUNTURAN (Capital),2nd District,ANISLAGAN
22251,NABUNTURAN (Capital),2nd District,ANTIQUERA
22252,NABUNTURAN (Capital),2nd District,BASAK
22253,NABUNTURAN (Capital),2nd District,BAYABAS
22254,NABUNTURAN (Capital),2nd District,BUKAL
22255,NABUNTURAN (Capital),2nd District,CABACUNGAN
22256,NABUNTURAN (Capital),2nd District,CABIDIANAN
22257,NABUNTURAN (Capital),2nd District,KATIPUNAN
22258,NABUNTURAN (Capital),2nd District,LIBASAN
22259,NABUNTURAN (Capital),2nd District,LINDA
22260,NABUNTURAN (Capital),2nd District,MAGADING
22261,NABUNTURAN (Capital),2nd District,MAGSAYSAY
22262,NABUNTURAN (Capital),2nd District,MAINIT
22263,NABUNTURAN (Capital),2nd District,MANAT
22264,NABUNTURAN (Capital),2nd District,MATILO
22265,NABUNTURAN (Capital),2nd District,MIPANGI
22266,NABUNTURAN (Capital),2nd District,NEW DAUIS
22267,NABUNTURAN (Capital),2nd District,NEW SIBONGA
22268,NABUNTURAN (Capital),2nd District,OGAO
22269,NABUNTURAN (Capital),2nd District,PANGUTOSAN
22270,NABUNTURAN (Capital),2nd District,POBLACION
22271,NABUNTURAN (Capital),2nd District,SAN ISIDRO
22272,NABUNTURAN (Capital),2nd District,SAN ROQUE
22273,NABUNTURAN (Capital),2nd District,SAN VICENTE
22274,NABUNTURAN (Capital),2nd District,SANTA MARIA
22275,NABUNTURAN (Capital),2nd District,SANTO NINO (KAO)
22276,NABUNTURAN (Capital),2nd District,SASA
22277,NABUNTURAN (Capital),2nd District,TAGNOCON
22278,NAGA,2nd District,AGUINALDO
22279,NAGA,2nd District,BAGA
22280,NAGA,2nd District,BALUNO
22281,NAGA,2nd District,BANGKAW-BANGKAW
22282,NAGA,2nd District,CABONG
22283,NAGA,2nd District,CROSSING STA. CLARA
22284,NAGA,2nd District,GUBAWANG
22285,NAGA,2nd District,GUINTOLOAN
22286,NAGA,2nd District,KALIANTANA
22287,NAGA,2nd District,LA PAZ
22288,NAGA,2nd District,LOWER SULITAN
22289,NAGA,2nd District,MAMAGON
22290,NAGA,2nd District,MARSOLO
22291,NAGA,2nd District,POBLACION
22292,NAGA,2nd District,SAN ISIDRO
22293,NAGA,2nd District,SANDAYONG
22294,NAGA,2nd District,SANTA CLARA
22295,NAGA,2nd District,SULO
22296,NAGA,2nd District,TAMBANAN
22297,NAGA,2nd District,TILUBOG
22298,NAGA,2nd District,TIPAN
22299,NAGA,2nd District,UPPER SULITAN
22300,NAGA CITY,2nd District,ABELLA
22301,NAGA CITY,2nd District,BAGUMBAYAN SUR
22302,NAGA CITY,2nd District,CONCEPCION GRANDE
22303,NAGA CITY,2nd District,CONCEPCION PEQUEÑO
22304,NAGA CITY,2nd District,LERMA
22305,NAGA CITY,2nd District,LIBOTON
22306,NAGA CITY,2nd District,PACOL
22307,NAGA CITY,2nd District,PEÑAFRANCIA
22308,NAGA CITY,2nd District,SAN FRANCISCO (POB.)
22309,NAGA CITY,2nd District,TRIANGULO
22310,NAGA CITY,3rd District,BAGUMBAYAN SUR
22311,NAGA CITY,3rd District,BALATAS
22312,NAGA CITY,3rd District,CALAUAG
22313,NAGA CITY,3rd District,CARARAYAN
22314,NAGA CITY,3rd District,CAROLINA
22315,NAGA CITY,3rd District,CONCEPCION GRANDE
22316,NAGA CITY,3rd District,CONCEPCION PEQUEÑO
22317,NAGA CITY,3rd District,DAYANGDANG
22318,NAGA CITY,3rd District,DEL ROSARIO
22319,NAGA CITY,3rd District,LIBOTON
22320,NAGA CITY,3rd District,MABOLO
22321,NAGA CITY,3rd District,PACOL
22322,NAGA CITY,3rd District,PANICUASON
22323,NAGA CITY,3rd District,PEÑAFRANCIA
22324,NAGA CITY,3rd District,SABANG
22325,NAGA CITY,3rd District,SAN FELIPE
22326,NAGA CITY,3rd District,SAN ISIDRO
22327,NAGA CITY,3rd District,SANTA CRUZ
22328,NAGA CITY,3rd District,TABUCO
22329,NAGA CITY,3rd District,TINAGO
22330,NAGA CITY,3rd District,TRIANGULO
22331,NAGBUKEL,1st District,MAPISI
22332,NAGBUKEL,2nd District,BANDRIL
22333,NAGBUKEL,2nd District,BANTUGO
22334,NAGBUKEL,2nd District,CADACAD
22335,NAGBUKEL,2nd District,CASILAGAN
22336,NAGBUKEL,2nd District,LAPTING
22337,NAGBUKEL,2nd District,POBLACION EAST
22338,NAGBUKEL,2nd District,POBLACION WEST
22339,NAGBUKEL,2nd District,TALEB
22340,NAGCARLAN,1st District,ALIBUNGBUNGAN
22341,NAGCARLAN,3rd District,ABO
22342,NAGCARLAN,3rd District,ALIBUNGBUNGAN
22343,NAGCARLAN,3rd District,ALUMBRADO
22344,NAGCARLAN,3rd District,BAMBANG
22345,NAGCARLAN,3rd District,BANAGO
22346,NAGCARLAN,3rd District,BANCA-BANCA
22347,NAGCARLAN,3rd District,BANILAD
22348,NAGCARLAN,3rd District,BUNGA
22349,NAGCARLAN,3rd District,CALUMPANG
22350,NAGCARLAN,3rd District,KANLURAN KABUBUHAYAN
22351,NAGCARLAN,3rd District,LABANGAN
22352,NAGCARLAN,3rd District,MALINAO
22353,NAGCARLAN,3rd District,MARAVILLA
22354,NAGCARLAN,3rd District,POBLACION I (POB.)
22355,NAGCARLAN,3rd District,POBLACION II (POB.)
22356,NAGCARLAN,3rd District,SAN FRANCISCO
22357,NAGCARLAN,3rd District,SANTA LUCIA
22358,NAGCARLAN,3rd District,SILANGAN ILAYA
22359,NAGCARLAN,3rd District,SILANGAN LAZAAN
22360,NAGCARLAN,3rd District,SILANGAN NAPAPATID
22361,NAGCARLAN,3rd District,SINIPIAN
22362,NAGCARLAN,3rd District,TALANGAN
22363,NAGCARLAN,3rd District,TAYTAY
22364,NAGCARLAN,3rd District,WAKAT
22365,NAGCARLAN,3rd District,YUKOS
22366,NAGCARLAN,4th District,MARAVILLA
22367,NAGTIPUNAN,Lone District,ANAK
22368,NAGTIPUNAN,Lone District,ASAKLAT
22369,NAGTIPUNAN,Lone District,DIPANTAN
22370,NAGTIPUNAN,Lone District,DISSIMUNGAL
22371,NAGTIPUNAN,Lone District,GUINO (GIAYAN)
22372,NAGTIPUNAN,Lone District,LA CONWAP (GUINGIN)
22373,NAGTIPUNAN,Lone District,LANDINGAN
22374,NAGTIPUNAN,Lone District,MATADDI
22375,NAGTIPUNAN,Lone District,MATMAD
22376,NAGTIPUNAN,Lone District,OLD GUMIAD
22377,NAGTIPUNAN,Lone District,PONGGO
22378,NAGTIPUNAN,Lone District,SAN DIONISIO II
22379,NAGTIPUNAN,Lone District,SAN PUGO
22380,NAGTIPUNAN,Lone District,SAN RAMOS
22381,NAGTIPUNAN,Lone District,SANGBAY
22382,NAGTIPUNAN,Lone District,WASID
22383,NAGUILIAN,2nd District,AGUINALDO
22384,NAGUILIAN,2nd District,AL-ALINAO NORTE
22385,NAGUILIAN,2nd District,AL-ALINAO SUR
22386,NAGUILIAN,2nd District,AMBARACAO NORTE
22387,NAGUILIAN,2nd District,AMBARACAO SUR
22388,NAGUILIAN,2nd District,BAGONG SIKAT
22389,NAGUILIAN,2nd District,BALECBEC
22390,NAGUILIAN,2nd District,BANCAGAN
22391,NAGUILIAN,2nd District,BARAOAS NORTE
22392,NAGUILIAN,2nd District,BARAOAS SUR
22393,NAGUILIAN,2nd District,BARIQUIR
22394,NAGUILIAN,2nd District,BATO
22395,NAGUILIAN,2nd District,BIMMOTOBOT
22396,NAGUILIAN,2nd District,BURGOS
22397,NAGUILIAN,2nd District,CABARITAN SUR
22398,NAGUILIAN,2nd District,CABARUAN
22399,NAGUILIAN,2nd District,CASILAGAN
22400,NAGUILIAN,2nd District,DARAMUANGAN
22401,NAGUILIAN,2nd District,FLORES
22402,NAGUILIAN,2nd District,GUESSET
22403,NAGUILIAN,2nd District,GUSING NORTE
22404,NAGUILIAN,2nd District,IMELDA
22405,NAGUILIAN,2nd District,LA UNION
22406,NAGUILIAN,2nd District,LIOAC SUR
22407,NAGUILIAN,2nd District,MAGSAYSAY (POB.)
22408,NAGUILIAN,2nd District,MAMAT-ING NORTE
22409,NAGUILIAN,2nd District,MAMAT-ING SUR
22410,NAGUILIAN,2nd District,MANARING
22411,NAGUILIAN,2nd District,MANSIBANG
22412,NAGUILIAN,2nd District,MINALLO
22413,NAGUILIAN,2nd District,MINANGA
22414,NAGUILIAN,2nd District,NAGSIDORISAN
22415,NAGUILIAN,2nd District,NATIVIDAD (POB.)
22416,NAGUILIAN,2nd District,ORTIZ (POB.)
22417,NAGUILIAN,2nd District,PALATTAO
22418,NAGUILIAN,2nd District,QUEZON (POB.)
22419,NAGUILIAN,2nd District,QUINALABASA
22420,NAGUILIAN,2nd District,QUIRINO (POB.)
22421,NAGUILIAN,2nd District,RANGAYAN
22422,NAGUILIAN,2nd District,RIBSUAN
22423,NAGUILIAN,2nd District,RIZAL
22424,NAGUILIAN,2nd District,ROXAS (POB.)
22425,NAGUILIAN,2nd District,SAN ANTONIO
22426,NAGUILIAN,2nd District,SAN ISIDRO
22427,NAGUILIAN,2nd District,SAN MANUEL
22428,NAGUILIAN,2nd District,SANTA VICTORIA (VILLA CAPUCHINO)
22429,NAGUILIAN,2nd District,SANTO TOMAS
22430,NAGUILIAN,2nd District,SUGUIDAN SUR
22431,NAGUILIAN,2nd District,SUNLIFE
22432,NAGUILIAN,2nd District,SURCOC
22433,NAGUILIAN,2nd District,TOMINES
22434,NAGUILIAN,2nd District,TUDDINGAN
22435,NAGUILIAN,2nd District,VILLA PAZ
22436,NAIC,7th District,BALSAHAN
22437,NAIC,7th District,BANCAAN
22438,NAIC,7th District,BUCANA MALAKI
22439,NAIC,7th District,BUCANA SASAHAN
22440,NAIC,7th District,CALUBCOB
22441,NAIC,7th District,CAPT. C. NAZARENO (POB.)
22442,NAIC,7th District,HALANG
22443,NAIC,7th District,IBAYO ESTACION
22444,NAIC,7th District,IBAYO SILANGAN
22445,NAIC,7th District,LABAC
22446,NAIC,7th District,LATORIA
22447,NAIC,7th District,MABOLO
22448,NAIC,7th District,MALAINEN BAGO
22449,NAIC,7th District,MALAINEN LUMA
22450,NAIC,7th District,MOLINO
22451,NAIC,7th District,MUNTING MAPINO
22452,NAIC,7th District,MUZON
22453,NAIC,7th District,PALANGUE 1
22454,NAIC,7th District,PALANGUE 2 & 3
22455,NAIC,7th District,SABANG
22456,NAIC,7th District,SAN ROQUE
22457,NAIC,7th District,TIMALAN BALSAHAN
22458,NAIC,7th District,TIMALAN CONCEPCION
22459,NAMPICUAN,1st District,AMBASADOR ALZATE VILLAGE
22460,NAMPICUAN,1st District,CABAWANGAN
22461,NAMPICUAN,1st District,ESTACION (POB.)
22462,NAMPICUAN,1st District,MAELING
22463,NAMPICUAN,1st District,MAYANTOC
22464,NAMPICUAN,1st District,MEDICO
22465,NAMPICUAN,1st District,MONIC
22466,NAMPICUAN,1st District,NORTH POBLACION
22467,NAMPICUAN,1st District,RECUERDO
22468,NAMPICUAN,1st District,SOUTH CENTRAL POBLACION
22469,NARRA,1st District,PRINCESS URDUJA
22470,NARRA,2nd District,ANTIPULUAN
22471,NARRA,2nd District,ARAMAYWAN
22472,NARRA,2nd District,BAGONG SIKAT
22473,NARRA,2nd District,BATANG-BATANG
22474,NARRA,2nd District,BATO-BATO
22475,NARRA,2nd District,BURIRAO
22476,NARRA,2nd District,CAGUISAN
22477,NARRA,2nd District,CALATEGAS
22478,NARRA,2nd District,DUMAGUEÃ‘A
22479,NARRA,2nd District,ELVITA
22480,NARRA,2nd District,ESTRELLA VILLAGE
22481,NARRA,2nd District,IPILAN
22482,NARRA,2nd District,MALATGAO
22483,NARRA,2nd District,MALINAO
22484,NARRA,2nd District,NARRA (POB.)
22485,NARRA,2nd District,PANACAN
22486,NARRA,2nd District,PANACAN 2
22487,NARRA,2nd District,PRINCESS URDUJA
22488,NARRA,2nd District,SANDOVAL
22489,NARRA,2nd District,TACRAS
22490,NARRA,2nd District,TARITIEN
22491,NARRA,2nd District,TERESA
22492,NARRA,2nd District,TINAGONG DAGAT
22493,NARVACAN,2nd District,AMBULOGAN
22494,NARVACAN,2nd District,AQUIB
22495,NARVACAN,2nd District,BANGLAYAN
22496,NARVACAN,2nd District,BANTAY ABOT
22497,NARVACAN,2nd District,BULANOS
22498,NARVACAN,2nd District,CADACAD
22499,NARVACAN,2nd District,CAGAYUNGAN
22500,NARVACAN,2nd District,CAMARAO
22501,NARVACAN,2nd District,CASILAGAN
22502,NARVACAN,2nd District,CODOOG
22503,NARVACAN,2nd District,DASAY
22504,NARVACAN,2nd District,DINALAOAN
22505,NARVACAN,2nd District,LANIPAO
22506,NARVACAN,2nd District,LUNGOG
22507,NARVACAN,2nd District,MARGAAY
22508,NARVACAN,2nd District,MAROZO
22509,NARVACAN,2nd District,NAGUNEG
22510,NARVACAN,2nd District,ORENCE
22511,NARVACAN,2nd District,PANTOC
22512,NARVACAN,2nd District,PARATONG
22513,NARVACAN,2nd District,PARPARIA
22514,NARVACAN,2nd District,QUINARAYAN
22515,NARVACAN,2nd District,RIVADAVIA
22516,NARVACAN,2nd District,SAN ANTONIO
22517,NARVACAN,2nd District,SAN JOSE (POB.)
22518,NARVACAN,2nd District,SAN PABLO
22519,NARVACAN,2nd District,SAN PEDRO
22520,NARVACAN,2nd District,SANTA LUCIA (POB.)
22521,NARVACAN,2nd District,SARMINGAN
22522,NARVACAN,2nd District,SUCOC
22523,NARVACAN,2nd District,SULVEC
22524,NARVACAN,2nd District,TUROD
22525,NASIPIT,2nd District,ACLAN
22526,NASIPIT,2nd District,AMONTAY
22527,NASIPIT,2nd District,ATA-ATAHON
22528,NASIPIT,2nd District,BARANGAY 4 (POB.)
22529,NASIPIT,2nd District,BARANGAY 6 (POB.)
22530,NASIPIT,2nd District,BARANGAY 7 (POB.)
22531,NASIPIT,2nd District,CAMAGONG
22532,NASIPIT,2nd District,CUBI-CUBI
22533,NASIPIT,2nd District,CULIT
22534,NASIPIT,2nd District,JAGUIMITAN
22535,NASIPIT,2nd District,KINABJANGAN
22536,NASIPIT,2nd District,PUNTA
22537,NASIPIT,2nd District,SANTA ANA
22538,NASIPIT,2nd District,TALISAY
22539,NASIPIT,2nd District,TRIANGULO
22540,NASUGBU,1st District,AGA
22541,NASUGBU,1st District,BALAYTIGUI
22542,NASUGBU,1st District,BANILAD
22543,NASUGBU,1st District,BARANGAY 1 (POB.)
22544,NASUGBU,1st District,BARANGAY 3 (POB.)
22545,NASUGBU,1st District,BARANGAY 4 (POB.)
22546,NASUGBU,1st District,BARANGAY 6 (POB.)
22547,NASUGBU,1st District,BARANGAY 8 (POB.)
22548,NASUGBU,1st District,BILARAN
22549,NASUGBU,1st District,BUCANA
22550,NASUGBU,1st District,BULIHAN
22551,NASUGBU,1st District,BUNDUCAN
22552,NASUGBU,1st District,BUTUCAN
22553,NASUGBU,1st District,CALAYO
22554,NASUGBU,1st District,CATANDAAN
22555,NASUGBU,1st District,COGUNAN
22556,NASUGBU,1st District,DAYAP
22557,NASUGBU,1st District,KAYLAWAY
22558,NASUGBU,1st District,KAYRILAW
22559,NASUGBU,1st District,LATAG
22560,NASUGBU,1st District,LOOC
22561,NASUGBU,1st District,LUMBANGAN
22562,NASUGBU,1st District,MALAPAD NA BATO
22563,NASUGBU,1st District,MATAAS NA PULO
22564,NASUGBU,1st District,MAUGAT
22565,NASUGBU,1st District,MUNTING INDAN
22566,NASUGBU,1st District,NATIPUAN
22567,NASUGBU,1st District,PANTALAN
22568,NASUGBU,1st District,PAPAYA
22569,NASUGBU,1st District,PUTAT
22570,NASUGBU,1st District,REPARO
22571,NASUGBU,1st District,TUMALIM
22572,NASUGBU,1st District,UTOD
22573,NASUGBU,1st District,WAWA
22574,NATIVIDAD,6th District,BARANGOBONG
22575,NATIVIDAD,6th District,BATCHELOR EAST
22576,NATIVIDAD,6th District,BATCHELOR WEST
22577,NATIVIDAD,6th District,BURGOS (SAN NARCISO)
22578,NATIVIDAD,6th District,CACANDUNGAN
22579,NATIVIDAD,6th District,CALAPUGAN
22580,NATIVIDAD,6th District,CANAREM
22581,NATIVIDAD,6th District,LUNA
22582,NATIVIDAD,6th District,POBLACION EAST
22583,NATIVIDAD,6th District,POBLACION WEST
22584,NATIVIDAD,6th District,RIZAL
22585,NATIVIDAD,6th District,SALUD
22586,NATIVIDAD,6th District,SAN EUGENIO
22587,NATIVIDAD,6th District,SAN MACARIO NORTE
22588,NATIVIDAD,6th District,SAN MACARIO SUR
22589,NATIVIDAD,6th District,SAN MAXIMO
22590,NATIVIDAD,6th District,SAN MIGUEL
22591,NATIVIDAD,6th District,SILAG
22592,NATONIN,Lone District,ALUNOGAN
22593,NATONIN,Lone District,BALANGAO
22594,NATONIN,Lone District,BANAO
22595,NATONIN,Lone District,BANAWAL
22596,NATONIN,Lone District,BUTAC
22597,NATONIN,Lone District,MADUCAYAN
22598,NATONIN,Lone District,POBLACION
22599,NATONIN,Lone District,PUDO
22600,NATONIN,Lone District,SALIOK
22601,NATONIN,Lone District,SANTA ISABEL
22602,NATONIN,Lone District,TONGLAYAN
22603,NAUJAN,1st District,ADRIALUNA
22604,NAUJAN,1st District,ANDRES ILAGAN (MAG-ASAWANG TUBIG)
22605,NAUJAN,1st District,ANTIPOLO
22606,NAUJAN,1st District,APITONG
22607,NAUJAN,1st District,ARANGIN
22608,NAUJAN,1st District,AURORA
22609,NAUJAN,1st District,BACUNGAN
22610,NAUJAN,1st District,BAGONG BUHAY
22611,NAUJAN,1st District,BALITE
22612,NAUJAN,1st District,BANCURO
22613,NAUJAN,1st District,BANUTON
22614,NAUJAN,1st District,BARCENAGA
22615,NAUJAN,1st District,BAYANI
22616,NAUJAN,1st District,BUHANGIN
22617,NAUJAN,1st District,CABURO
22618,NAUJAN,1st District,CONCEPCION
22619,NAUJAN,1st District,DAO
22620,NAUJAN,1st District,DEL PILAR
22621,NAUJAN,1st District,ESTRELLA
22622,NAUJAN,1st District,EVANGELISTA
22623,NAUJAN,1st District,GAMAO
22624,NAUJAN,1st District,GENERAL ESCO
22625,NAUJAN,1st District,HERRERA
22626,NAUJAN,1st District,INARAWAN
22627,NAUJAN,1st District,KALINISAN
22628,NAUJAN,1st District,LAGUNA
22629,NAUJAN,1st District,MABINI
22630,NAUJAN,1st District,MAGTIBAY
22631,NAUJAN,1st District,MAHABANG PARANG
22632,NAUJAN,1st District,MALAYA
22633,NAUJAN,1st District,MALINAO
22634,NAUJAN,1st District,MALVAR
22635,NAUJAN,1st District,MASAGANA
22636,NAUJAN,1st District,MASAGUING
22637,NAUJAN,1st District,MELGAR A
22638,NAUJAN,1st District,MELGAR B
22639,NAUJAN,1st District,METOLZA
22640,NAUJAN,1st District,MONTELAGO
22641,NAUJAN,1st District,MONTEMAYOR
